"code","name_kor","name_eng","type"
"006200","한국전자홀딩스","KEC HOLDINGS","KOSPI"
"101680","한국정밀기계","HNK MACHINE TOOL CO.,LTD.","KOSDAQ"
"039740","한국정보공학","Korea Information Engineering Services","KOSDAQ"
"053300","한국정보인증","KOREA INFORMATION CERTIFICATE AUTHORITY, INCORPORATED","KOSDAQ"
"025770","한국정보통신","KoreaInformation&Communication","KOSDAQ"
"409570","한국제10호스팩","Korea No.10 Special Purpose Acquisition Co., LTD.","KOSDAQ"
"436610","한국제11호스팩","Korea No.11 Special Purpose Acquisition Co., LTD.","KOSDAQ"
"009540","한국조선해양","KOREA SHIPBUILDING & OFFSHORE ENGINEERING","KOSPI"
"023350","한국종합기술","Korea Engineering Consultants Corp.","KOSPI"
"025890","한국주강","HankookSteel","KOSPI"
"000970","한국주철관","KoreaCastIronPipeInd","KOSPI"
"104700","한국철강","KISCO Corp.","KOSPI"
"017960","한국카본","HankukCarbon","KOSPI"
"023760","한국캐피탈","Han Kook Capital Co., Ltd.","KOSDAQ"
"054040","한국컴퓨터","KOREA COMPUTER INC.","KOSDAQ"
"161890","한국콜마","KOLMAR KOREA","KOSPI"
"024720","한국콜마홀딩스","KOLMAR KOREA HOLDINGS","KOSPI"
"021650","한국큐빅","CUBIC KOREA INC.","KOSDAQ"
"161390","한국타이어앤테크놀로지","HANKOOK TIRE & TECHNOLOGY","KOSPI"
"053590","한국테크놀로지","HANKOOK Technology Inc.","KOSDAQ"
"034830","한국토지신탁","KOREIT","KOSPI"
"152550","한국ANKOR유전","KIM ANKOR Oilfield Overseas Resources Development Fund[1]","KOSPI"
"168490","한국패러랠","KIM Parallel Oilfield Overseas Resources Development Fund[1]","KOSPI"
"071055","한국금융지주우","KOREA INVESTMENT HOLDINGS(1P)","KOSPI"
"071050","한국금융지주","KOREA INVESTMENT HOLDINGS","KOSPI"
"007280","한국특강","KOREA STEEL","KOSPI"
"032300","한국파마","KOREA PHARMA Co., Ltd.","KOSDAQ"
"037230","한국팩키지","HANKUK PACKAGE CO., LTD.","KOSDAQ"
"010100","한국프랜지","KoreaFlange","KOSPI"
"047810","한국항공우주","KOREA AEROSPACE INDUSTRIES","KOSPI"
"123690","한국화장품","HANKOOKCOSMETICS","KOSPI"
"003350","한국화장품제조","HankookCosmeticsManufacturing","KOSPI"
"030520","한글과컴퓨터","HANCOM INC.","KOSDAQ"
"052600","한네트","HANNET CO., LTD.","KOSDAQ"
"011500","한농화성","HANNONGCHEMICALSINC.","KOSPI"
"002390","한독","HANDOK Inc.","KOSPI"
"256150","한독크린텍","Handok Clean Tech Co., Ltd.","KOSDAQ"
"092460","한라IMS","HANLA IMS Co., LTD","KOSDAQ"
"053690","한미글로벌","HanmiGlobal Co., Ltd","KOSPI"
"042700","한미반도체","HANMISemiconductorCO.,Ltd.","KOSPI"
"008930","한미사이언스","Hanmi Science","KOSPI"
"128940","한미약품","HanmiPharm","KOSPI"
"047080","한빛소프트","HANBIT SOFT Inc.","KOSDAQ"
"009240","한샘","HANSSEM CO.,LTD.","KOSPI"
"020000","한섬","HandsomeCorporation","KOSPI"
"003680","한성기업","HansungEnterprise","KOSPI"
"105630","한세실업","HANSAE","KOSPI"
"069640","한세엠케이","HANSAEMK","KOSPI"
"016450","한세예스24홀딩스","HansaeYes24Holdings","KOSPI"
"010420","한솔PNS","HANSOLPNS","KOSPI"
"009180","한솔로지스틱스","Hansol Logistics","KOSPI"
"114810","한솔아이원스","Hansol IONES","KOSDAQ"
"070590","한솔인티큐브","Hansol Inticube Co., Ltd.","KOSDAQ"
"213500","한솔제지","Hansol Paper Co., Ltd.","KOSPI"
"014680","한솔케미칼","HansolChemical","KOSPI"
"004710","한솔테크닉스","HansolTechnics","KOSPI"
"004150","한솔홀딩스","Hansol Holdings","KOSPI"
"025750","한솔홈데코","HansolHomeDeco","KOSPI"
"226440","한송네오텍","HANSONGNEOTECH CO.,LTD.","KOSDAQ"
"042520","한스바이오메드","HANS BIOMED CORPORATION","KOSDAQ"
"004960","한신공영","HanshinConstruction","KOSPI"
"011700","한신기계","HanshinMachinery","KOSPI"
"078350","한양디지텍","HANYANG DIGITECH CO.,LTD.","KOSDAQ"
"045100","한양이엔지","HANYANG ENG CO.,LTD.","KOSDAQ"
"001755","한양증권우","HanyangSecurities(1P)","KOSPI"
"001750","한양증권","HanyangSecurities","KOSPI"
"018880","한온시스템","Hanon Systems","KOSPI"
"009420","한올바이오파마","HANALL BIOPHARMA CO.,LTD","KOSPI"
"014130","한익스프레스","HanExpress","KOSPI"
"024740","한일단조","HanilForgingIndustrial","KOSDAQ"
"005860","한일사료","HANIL FEED Co.Ltd","KOSDAQ"
"300720","한일시멘트","HANILCEMENT","KOSPI"
"123840","한일진공","HANIL VACUUM CO., LTD.","KOSDAQ"
"002220","한일철강","HanilIron&Steel","KOSPI"
"006390","한일현대시멘트","HANIL HYUNDAI CEMENT","KOSPI"
"003300","한일홀딩스","HANILHOLDINGS","KOSPI"
"007770","한일화학","HANIL CHEMICAL IND. CO., LTD","KOSDAQ"
"051600","한전KPS","KEPCO Plant Service & Engineering","KOSPI"
"130660","한전산업","Korea Electric Power Industrial Development","KOSPI"
"198940","한주라이트메탈","HANJOO LIGHT METAL CO., LTD.","KOSDAQ"
"107640","한중엔시에스","HanJung Natural Connectivity System.co.,Ltd","KONEX"
"002320","한진","HanjinTransportation","KOSPI"
"003480","한진중공업홀딩스","HanjinHeavyInd&ConstHoldings","KOSPI"
"18064K","한진칼우","HANJINKAL(1P)","KOSPI"
"180640","한진칼","HANJINKAL","KOSPI"
"005110","한창","Hanchang","KOSPI"
"079170","한창산업","Hanchang Industry Co., Ltd.","KOSDAQ"
"009460","한창제지","HanchangPaper","KOSPI"
"372910","한컴라이프케어","Hancom Lifecare","KOSPI"
"054920","한컴위드","Hancom WITH","KOSDAQ"
"002680","한탑","Hantop Inc.","KOSDAQ"
"000885","한화우","Hanwha(1P)","KOSPI"
"00088K","한화3우B","HANWHA(3PB)","KOSPI"
"000880","한화","Hanwha","KOSPI"
"088350","한화생명","HANWHA LIFE INSURANCE","KOSPI"
"000370","한화손해보험","Hanwha General Insurance Co.,Ltd.","KOSPI"
"009835","한화솔루션우","HANWHA SOLUTIONS(1P)","KOSPI"
"009830","한화솔루션","HANWHA SOLUTIONS","KOSPI"
"272210","한화시스템","HANWHA SYSTEMS","KOSPI"
"012450","한화에어로스페이스","HANWHA AEROSPACE","KOSPI"
"003535","한화투자증권우","HANWHA INVESTMENT & SECURITIES(1P)","KOSPI"
"003530","한화투자증권","HANWHA INVESTMENT & SECURITIES","KOSPI"
"386580","한화플러스제2호스팩","Hanwha Plus No 2 Special Purpose Acquisition Company","KOSDAQ"
"430460","한화플러스제3호스팩","Hanwha Plus No 3 Special Purpose Acquisition Company","KOSDAQ"
"195870","해성디에스","HAESUNG DS","KOSPI"
"034810","해성산업","Haesung Industrial Co., Ltd.","KOSDAQ"
"03481K","해성산업1우","Haesung Industrial Co., Ltd.(1P)","KOSDAQ"
"076610","해성옵틱스","Haesung Optics Co.,Ltd","KOSDAQ"
"059270","해성티피씨","Haisung TPC Co., Ltd.","KOSDAQ"
"101530","해태제과식품","Haitai Confectionery and Foods Co., Ltd.","KOSPI"
"220180","핸디소프트","HANDYSOFT, Inc.","KOSDAQ"
"143210","핸즈코퍼레이션","HANDS CORPORATION","KOSPI"
"900270","헝셩그룹","HENG SHENG GROUP COMPANY LIMITED","KOSDAQ"
"214180","헥토이노베이션","Hecto Innovation","KOSDAQ"
"234340","헥토파이낸셜","Hecto Financial","KOSDAQ"
"084990","헬릭스미스","Helixmith Co., Ltd","KOSDAQ"
"000725","현대건설우","HyundaiEngineering&Construction(1P)","KOSPI"
"267270","현대건설기계","HYUNDAI CE","KOSPI"
"000720","현대건설","HyundaiEngineering&Construction","KOSPI"
"170030","현대공업","HYUNDAI INDUSTRIAL CO.,LTD","KOSDAQ"
"005440","현대그린푸드","HYUNDAIGREENFOOD","KOSPI"
"086280","현대글로비스","HYUNDAIGLOVIS Co.,LTD","KOSPI"
"042670","현대두산인프라코어","Hyundai Doosan Infracore","KOSPI"
"064350","현대로템","HYUNDAI ROTEM","KOSPI"
"079430","현대리바트","HYUNDAILIVART","KOSPI"
"012330","현대모비스","HyundaiMobis","KOSPI"
"319400","현대무벡스","HYUNDAI MOVEX","KOSDAQ"
"010620","현대미포조선","HyundaiMipoDockyard","KOSPI"
"052260","현대바이오랜드","HYUNDAI BIOLAND Co.,Ltd.","KOSDAQ"
"048410","현대바이오","HYUNDAI BIOSCIENCE CO., LTD.","KOSDAQ"
"069960","현대백화점","HYUNDAIDEPARTMENTSTORECO.,LTD","KOSPI"
"004565","현대비앤지스틸우","HYUNDAI BNG STEEL(1P)","KOSPI"
"004560","현대비앤지스틸","HYUNDAI BNG STEEL","KOSPI"
"004310","현대약품","Hyundai pharm","KOSPI"
"322000","현대에너지솔루션","HYUNDAI ENERGY SOLUTIONS","KOSPI"
"041440","현대에버다임","HYUNDAI EVERDIGM","KOSDAQ"
"039010","현대에이치티","HYUNDAI HT","KOSDAQ"
"017800","현대엘리베이","HyundaiElevator","KOSPI"
"307950","현대오토에버","HyundaiAutoever","KOSPI"
"011210","현대위아","HYUNDAI WIA","KOSPI"
"090850","현대이지웰","HYUNDAI EZWEL","KOSDAQ"
"267260","현대일렉트릭","HYUNDAI ELECTRIC","KOSPI"
"005385","현대차우","HyundaiMotor(1P)","KOSPI"
"005387","현대차2우B","HyundaiMotor(2PB)","KOSPI"
"005389","현대차3우B","HyundaiMotor(3PB)","KOSPI"
"005380","현대차","HyundaiMotor","KOSPI"
"004020","현대제철","HYUNDAI STEEL","KOSPI"
"329180","현대중공업","HYUNDAI HEAVY INDUSTRIES","KOSPI"
"001500","현대차증권","HYUNDAI MOTOR SECURITIES","KOSPI"
"011760","현대코퍼레이션","HYUNDAI CORPORATION","KOSPI"
"227840","현대코퍼레이션홀딩스","HYUNDAI CORPORATION HOLDINGS","KOSPI"
"126560","현대퓨처넷","Hyundai Futurenet","KOSPI"
"001450","현대해상","Hyundai MARINE & FIRE INSURANCE CO.,LTD","KOSPI"
"057050","현대홈쇼핑","HYUNDAI HOME SHOPPING NETWORK CORPORATION","KOSPI"
"092300","현우산업","HYUNWOO INDUSTRIAL CO.,LTD","KOSDAQ"
"138360","협진","Hyupjin","KOSDAQ"
"011080","형지I&C","HYUNGJI Innovation and Creative Company Limited","KOSDAQ"
"093240","형지엘리트","HYUNGJI ELITE","KOSPI"
"003010","혜인","HaeinCorporation","KOSPI"
"111110","호전실업","Hojeon","KOSPI"
"008775","호텔신라우","HotelShilla(1P)","KOSPI"
"008770","호텔신라","HotelShilla","KOSPI"
"060560","홈센타홀딩스","Home Center Holdings Co.,Ltd","KOSDAQ"
"064240","홈캐스트","homecast CO., LTD.","KOSDAQ"
"039610","화성밸브","HS VALVE CO., LTD","KOSDAQ"
"002460","화성산업","HwasungIndustrial","KOSPI"
"378850","화승알앤에이","HWASEUNG R&A CO., LTD.","KOSPI"
"241590","화승엔터프라이즈","HWASEUNG ENTERPRISE","KOSPI"
"006060","화승인더","HSIndustries","KOSPI"
"013520","화승코퍼레이션","Hwaseung Corporation","KOSPI"
"010690","화신","Hwashin","KOSPI"
"126640","화신정공","HWASHIN PRECISION CO., LTD.","KOSDAQ"
"133820","화인베스틸","FINEBESTEEL","KOSPI"
"127980","화인써키트","Finecircuit CO.,LTD.","KOSDAQ"
"061250","화일약품","HWAIL PHARM. CO., LTD","KOSDAQ"
"010660","화천기계","HWACHEON MACHINERY","KOSPI"
"000850","화천기공","HwacheonMachineTool","KOSPI"
"016580","환인제약","WhaninPharm","KOSPI"
"032560","황금에스티","Hwang Kum Steel & Technology","KOSPI"
"004800","효성","Hyosung","KOSPI"
"094280","효성ITX","HYOSUNG ITX Co., Ltd.","KOSPI"
"097870","효성오앤비","Hyosung ONB Co., Ltd","KOSDAQ"
"298040","효성중공업","HYOSUNG HEAVY INDUSTRIES","KOSPI"
"298050","효성첨단소재","HYOSUNG ADVANCED MATERIALS","KOSPI"
"298020","효성티앤씨","HYOSUNG TNC","KOSPI"
"298000","효성화학","HYOSUNG CHEMICAL","KOSPI"
"093370","후성","FOOSUNG CO.,LTD","KOSPI"
"081660","휠라홀딩스","Fila Holdings","KOSPI"
"290270","휴네시온","Hunesion co.,ltd","KOSDAQ"
"005870","휴니드","HuneedTechnologies","KOSPI"
"353190","휴럼","Hurum Co., Ltd.","KOSDAQ"
"192410","휴림네트웍스","Hyulim Networks","KOSDAQ"
"090710","휴림로봇","Hyulim ROBOT Co.,Ltd.","KOSDAQ"
"205470","휴마시스","HUMASIS CO., LTD.","KOSDAQ"
"115160","휴맥스","HUMAX CO., LTD.","KOSDAQ"
"028080","휴맥스홀딩스","Humax Holdings Co., Ltd","KOSDAQ"
"032860","휴먼엔","Human N","KOSDAQ"
"200670","휴메딕스","Humedix Co., Ltd.","KOSDAQ"
"212310","휴벡셀","HUVEXEL","KONEX"
"079980","휴비스","HUVIS","KOSPI"
"065510","휴비츠","Huvitz Co., Ltd.","KOSDAQ"
"215090","휴센텍","Hucentech","KOSDAQ"
"005010","휴스틸","HUSTEEL","KOSPI"
"263920","휴엠앤씨","HuM&C","KOSDAQ"
"243070","휴온스","Huons Co., Ltd.","KOSDAQ GLOBAL"
"084110","휴온스글로벌","Huons Global Co., Ltd.","KOSDAQ"
"145020","휴젤","Hugel, Inc.","KOSDAQ GLOBAL"
"024060","흥구석유","HeunguOil","KOSDAQ"
"010240","흥국","HEUNGKUK METALTECH CO.,LTD.","KOSDAQ"
"189980","흥국에프엔비","HYUNGKUK F&B Co., Ltd","KOSDAQ"
"000545","흥국화재우","HeungkukFire&MarineIns(1P)","KOSPI"
"000547","흥국화재2우B","HeungkukFire&MarineIns(2PB)","KOSPI"
"000540","흥국화재","HeungkukFire&MarineInsurance","KOSPI"
"003280","흥아해운","HeungaShipping","KOSPI"
"037440","희림","Heerim Architects & Planners","KOSDAQ"
"238490","힘스","HIMS CO., LTD.","KOSDAQ"
